date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:20:21	212147/212147	U-----	200	untouched ('OK')	text/css	date:Mon,%2017%20Aug%202015%2002:56:46%20GMT	http://envato.megadrupal.com/html/gofar/css/style.css	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/css/style.css	(from http://envato.megadrupal.com/html/gofar/)
23:20:21	169/169	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202017%2017:50:23%20GMT	http://envato.megadrupal.com/html/gofar/css/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/css/fonts/glyphicons-halflings-regulard41d.eot	(from http://envato.megadrupal.com/html/gofar/css/lib/bootstrap.min.css)
23:20:21	957/957	U-----	200	untouched ('OK')	text/css	date:Fri,%2007%20Aug%202015%2009:32:52%20GMT	http://envato.megadrupal.com/html/gofar/css/demo.css	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/css/demo.css	(from http://envato.megadrupal.com/html/gofar/)
23:20:21	18362/18362	U-----	200	untouched ('OK')	text/css	date:Fri,%2007%20Aug%202015%2009:32:56%20GMT	http://envato.megadrupal.com/html/gofar/css/colors/blue.css	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/css/colors/blue.css	(from http://envato.megadrupal.com/html/gofar/)
23:20:21	39640/39640	U-----	200	untouched ('OK')	text/html	date:Wed,%2002%20Dec%202015%2018:31:21%20GMT	http://envato.megadrupal.com/html/gofar/index.html	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/index-2.html	(from http://envato.megadrupal.com/html/gofar/)
23:20:21	1411/1411	U-----	200	untouched ('')	image/png	date:Fri,%2007%20Aug%202015%2009:33:15%20GMT	http://envato.megadrupal.com/html/gofar/images/logo.png	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/images/logo.png	(from http://envato.megadrupal.com/html/gofar/)
23:20:21	9524/9524	U--M-Z	200	updated ('OK')	application/x-javascript	etag:%22f3ef8bd932170328174195a2e48a57fc%22	http://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/myproject/connect.facebook.net/en_US/fbevents.js	(from http://envato.megadrupal.com/html/gofar/)
23:20:22	37315/37315	U-----	200	untouched ('OK')	text/html	date:Wed,%2002%20Dec%202015%2018:31:23%20GMT	http://envato.megadrupal.com/html/gofar/index2.html	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/index2.html	(from http://envato.megadrupal.com/html/gofar/)
23:20:22	34724/34724	U-----	200	untouched ('OK')	text/html	date:Wed,%2002%20Dec%202015%2018:31:25%20GMT	http://envato.megadrupal.com/html/gofar/index3.html	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/index3.html	(from http://envato.megadrupal.com/html/gofar/)
23:20:23	39594/39594	U-----	200	untouched ('OK')	text/html	date:Wed,%2002%20Dec%202015%2018:31:20%20GMT	http://envato.megadrupal.com/html/gofar/index-dark.html	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/index-dark.html	(from http://envato.megadrupal.com/html/gofar/)
23:20:23	34747/34747	U-----	200	untouched ('OK')	text/html	date:Wed,%2002%20Dec%202015%2018:31:24%20GMT	http://envato.megadrupal.com/html/gofar/index3-dark.html	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/index3-dark.html	(from http://envato.megadrupal.com/html/gofar/)
23:20:23	37338/37338	U-----	200	untouched ('OK')	text/html	date:Wed,%2002%20Dec%202015%2018:31:22%20GMT	http://envato.megadrupal.com/html/gofar/index2-dark.html	C:/My%20Web%20Sites/myproject/envato.megadrupal.com/html/gofar/index2-dark.html	(from http://envato.megadrupal.com/html/gofar/)
